id,conv_id,context,prompt,evaluation,empathetic_intent,speaker_utterance,listener_utterance,speaker_sentiment,listener_sentiment,predictions_ER,predictions_IP,predictions_EX
1474,hit:8665_conv:17330,grateful,My neighbor returned my wallet today. I was so thankful.,3.0,1,They found it at Kmart. Who would've thought I would get it back after 5 years of it being lost?,that's a surprise and it's after 5 long years,negative,positive,0,0,0
1475,hit:2654_conv:5308,sentimental,I recently came across a toy in a thrift tore that looked similar to one that I had when I was a kid. It really made me remember my childhood.,2.0,5,I was doing some shopping in a thrift store recently and came across a toy similar to one I had when I was a kid. It really made me remember my childhood.,Maybe you should buy it for keep sake,positive,neutral,0,0,0
1476,hit:2654_conv:5308,sentimental,I recently came across a toy in a thrift tore that looked similar to one that I had when I was a kid. It really made me remember my childhood.,2.0,0,I thought about it but I'd really have no use for it now.,oh ok_comma_ I understand,negative,positive,1,0,0
1477,hit:1129_conv:2259,confident,I was feeling good before a math test. I knew I was going to do well because I studied all night,1.0,6,I felt like I was going to do well on a test. I studied all night,How did you do?,positive,neutral,0,0,1
1478,hit:1129_conv:2259,confident,I was feeling good before a math test. I knew I was going to do well because I studied all night,1.0,1,I did very well and I knew I would,That's great! Congrats!,positive,positive,1,0,0
1479,hit:8152_conv:16305,caring,My wife was sick the other day. She was stuck in bed for most of a day_comma_ it was rough.,4.0,3,My wife was really sick the other day_comma_ she was stuck in bed for most of the day.,Oh_comma_ poor lady. I do hope she's feeling better. What was wrong with her_comma_ if you don't mind my asking?,negative,neutral,1,0,1
1480,hit:8152_conv:16305,caring,My wife was sick the other day. She was stuck in bed for most of a day_comma_ it was rough.,4.0,8,Not completely sure_comma_ maybe just a stomach bug or something. She's ok now_comma_ though her appetite took a bit to come back.,Well_comma_ I'm really glad to hear she's recovered. Stomach bugs are awful - they really take their toll on you.,positive,positive,2,0,0
1481,hit:978_conv:1956,anxious,i cant wait to hear if my house sells. i am so nervous,2.0,6,Hey_comma_ I have some good news.,What is that?,positive,neutral,0,0,1
1482,hit:978_conv:1956,anxious,i cant wait to hear if my house sells. i am so nervous,2.0,6,I think my house might finally be sold! ahhh,Nice_comma_ how much did you get for it?,positive,neutral,0,0,2
1483,hit:6689_conv:13379,annoyed,I was walking to work early one morning and spilled all my coffee. I was really looking forward to it to.,2.0,5,I spilled my coffee on my way to work. That cost me $4 and I was really looking forward to it.,That sucks_comma_ if it had been in the coffee shop maybe it could have been replaced.,negative,negative,0,0,0
1484,hit:6689_conv:13379,annoyed,I was walking to work early one morning and spilled all my coffee. I was really looking forward to it to.,2.0,5,I was already five blocks away. I had to drink the gross coffee at the office. I usually dont buy coffee so I was trying to treat myself.,They have these new portable cup holders that attach to almost anything. Maybe that can help in the future.,negative,positive,0,0,0
1485,hit:9114_conv:18229,annoyed,I've been waiting for my husband to build my new furniture and he's taking forever!,2.0,6,I've been waiting for my husband to build my new furniture and he's taking forever!,Oh wow. I'm impressed he can make furniture! Is he busy?,neutral,positive,0,0,2
1486,hit:9114_conv:18229,annoyed,I've been waiting for my husband to build my new furniture and he's taking forever!,2.0,8,He just needs to assemble it lol he's tired from work but I'm impatient!,Awww give him some time. I'm sure he'll get to it eventually.,neutral,positive,1,0,0
1487,hit:8395_conv:16791,annoyed,i was upset when i was told i couldnt leave work on time,3.0,1,i was upset when i was told i couldnt leave work on time,Never fun when someone tried to change your schedule. Life's unfair sometimes.,negative,negative,0,0,0
1488,hit:8395_conv:16791,annoyed,i was upset when i was told i couldnt leave work on time,3.0,3,yea it sucks,Well hopefully you were able to get some overtime pay.,negative,positive,1,0,0
1489,hit:11556_conv:23112,caring,My husband was sick with a really bad cold. I took care of him the whole time he was sick.,4.0,0,My husband was sick with a really bad cold a few weeks ago. I tended to him to make him comfortable while he got better.,And you know when men get sick_comma_ they're on their death bed.,negative,negative,0,0,0
1490,hit:11556_conv:23112,caring,My husband was sick with a really bad cold. I took care of him the whole time he was sick.,4.0,0,LOL!!! Yup! But seriously_comma_ I was happy to do it for him. He always does the same for me when I am sick.,And you know when men get sick_comma_ they act like they are dying.,positive,negative,0,0,0
1491,hit:8849_conv:17698,surprised,it was suprising seeing someone eat a 3 lbs burger for a free tshirt,2.0,1,it was suprising seeing someone eat a 3 lbs burger for a free tshirt,I'll bet it was! That must have been an enormous burger!,positive,positive,0,0,0
1492,hit:8849_conv:17698,surprised,it was suprising seeing someone eat a 3 lbs burger for a free tshirt,2.0,8,yea it was_comma_ and it was kinda gross towards the end,Haha! I'd need a lot more than a free tshirt to eat a 3 pound burger!,negative,negative,0,1,0
1493,hit:3632_conv:7264,impressed,Seeing nice cars on the road inspires me. I bet they worked very hard to get those cars!,3.0,6,Seeing nice cars on the road inspires me. I bet they worked very hard to get those cars!,cars are truly inspiring to see how theyve evolved,positive,positive,0,0,0
1494,hit:3632_conv:7264,impressed,Seeing nice cars on the road inspires me. I bet they worked very hard to get those cars!,3.0,8,Yes_comma_ but seeing the hard work the people who own them had to put in is the most impressive part.,it's important to take care of and maintain things you own. if properly maintained they can last for a long time.,positive,positive,0,0,0
1495,hit:10826_conv:21653,apprehensive,I'm 47 years old and have been taking psychotropic meds for well over 30 years. I'm having more and more trouble with them working properly.,4.0,4,I'm 47 years old and have been taking psychotropic meds for well over 30 years. I'm having more and more trouble with them working properly. It's happening a lot now. I'm at my wits end,Oh I'm sorry you are going through that. Have you tried to go back to your doctor and discuss making some changes?,negative,neutral,2,0,2
1496,hit:10826_conv:21653,apprehensive,I'm 47 years old and have been taking psychotropic meds for well over 30 years. I'm having more and more trouble with them working properly.,4.0,3,Oh yes.. We've made quite a few changes over the past few years They don't seem to work like they did in the past Not as well_comma_ nor as long. Very scary,I hope that you can find a solution to help with that. Good luck!,negative,positive,1,0,0
1497,hit:1483_conv:2967,devastated,My house flooded with all the rain!,4.0,4,We have had so much rain the past few weeks_comma_ my house ended up flooding. I lost everything!,I am really sorry.Do you have house insurance?,negative,negative,2,0,2
1498,hit:1483_conv:2967,devastated,My house flooded with all the rain!,4.0,6,I do but we don't have flood insurance so not much is covered.,Do you have a place to stay for a while?,negative,neutral,0,0,2
1499,hit:9169_conv:18338,excited,I cannot wait for the end of the month. My brother and I are going on a trip back home,2.0,6,I cannot wait for the end of the month. My brother and I are going on a trip back home,That's great. Where are y'all from?,positive,positive,1,0,2
1500,hit:9169_conv:18338,excited,I cannot wait for the end of the month. My brother and I are going on a trip back home,2.0,1,We are from northwest Louisiana,I visited once there. The people are very nice.,neutral,positive,0,0,0
1501,hit:12217_conv:24435,content,I just got an A on my paper. It feels slick,1.0,6,5,What?,neutral,neutral,0,0,1
1502,hit:12217_conv:24435,content,I just got an A on my paper. It feels slick,1.0,2,I recently got an A on my paper. I feel great.,Congrats! I bet that feels great!,positive,positive,1,0,0
1503,hit:162_conv:325,proud,My dad had a problem with drinking and it created problems. When he finally quit I was very proud.,4.0,6,My dad used to be a pretty heavy drinker_comma_ it caused a few problems in our familiy.,That is very sad_comma_ did he ever get sober?,negative,negative,0,0,2
1504,hit:162_conv:325,proud,My dad had a problem with drinking and it created problems. When he finally quit I was very proud.,4.0,8,Yes he finally stopped drinking a few years ago_comma_ I was very proud of him and was able to have a real relationship with him.,That is so great_comma_ I hope you have found some healing and closure to the difficulties it caused when you were younger.,positive,positive,1,0,0
1505,hit:7729_conv:15458,joyful,I had some financial problems. I finally paid all my debts. It is a big relief. I am so happy.,4.0,1,I had some financial problems. I finally paid all my debts. It is a big relief. I am so happy.,That is great. That is a big worry off your shoulders I'm sure.,positive,positive,1,0,0
1506,hit:7729_conv:15458,joyful,I had some financial problems. I finally paid all my debts. It is a big relief. I am so happy.,4.0,8,Yes_comma_ now I think about the future. That is nice.,I am glad to hear it. It is a lot more productive to focus on the future than the past.,positive,positive,1,0,0
1507,hit:1498_conv:2997,disappointed,I I failed my physics exam yesterday. I was so disappointed with myself.,4.0,4,Yesterday I failed my physics exam.,I am sorry to hear that. Any certain areas you think you could have done better on?,negative,negative,2,0,2
1508,hit:1498_conv:2997,disappointed,I I failed my physics exam yesterday. I was so disappointed with myself.,4.0,6,Well_comma_ I am really terrible understanding forces_comma_ but I don't think I studied hard enough. I was pretty disappointed with myself.,Don't be so hard on yourself. Most people can't even spell physics.,negative,negative,1,0,0
